,Sentence,Tense,Verb,NER Tag,encode_sent,POS,TAG
154,build a castle out of,1,build,"1,0,0,0,0","0, 4973, 265, 4261, 428, 340, 2","['VERB', 'DET', 'NOUN', 'SCONJ', 'ADP']","['VB', 'DT', 'NN', 'IN', 'IN']"
155,and pats it carefully with his,1,pats,"0,1,0,0,0,0","0, 347, 13365, 290, 5143, 392, 505, 2","['CCONJ', 'VERB', 'PRON', 'ADV', 'ADP', 'DET']","['CC', 'VBZ', 'PRP', 'RB', 'IN', 'PRP$']"
156,did you read that,2,did,"2,0,3,0","0, 546, 273, 569, 296, 2","['AUX', 'PRON', 'VERB', 'DET']","['VBD', 'PRP', 'VB', 'DT']"
157,you gave it to him,2,gave,"0,2,0,0,0","0, 266, 1470, 290, 302, 502, 2","['PRON', 'VERB', 'PRON', 'ADP', 'PRON']","['PRP', 'VBD', 'PRP', 'IN', 'PRP']"
158,go get it,1,go,"1,3,0","0, 741, 394, 290, 2","['VERB', 'AUX', 'PRON']","['VB', 'VB', 'PRP']"
159,go get what,1,go,"1,3,0","0, 741, 394, 339, 2","['VERB', 'AUX', 'PRON']","['VB', 'VB', 'WP']"
160,what am I,1,am,"0,1,0","0, 312, 1310, 322, 2","['PRON', 'AUX', 'PRON']","['WP', 'VBP', 'PRP']"
161,I help to move rocks,1,help,"0,1,0,3,0","0, 45, 774, 302, 1227, 3102, 2","['PRON', 'VERB', 'PART', 'VERB', 'NOUN']","['PRP', 'VBP', 'TO', 'VB', 'NNS']"
162,what is this,1,is,"0,1,0","0, 312, 328, 346, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
163,what am I,1,am,"0,1,0","0, 312, 1310, 322, 2","['PRON', 'AUX', 'PRON']","['WP', 'VBP', 'PRP']"
164,are you looking at the book,1,are looking,"1,0,5,0,0,0","0, 472, 273, 1095, 396, 272, 523, 2","['AUX', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN']","['VBP', 'PRP', 'VBG', 'IN', 'DT', 'NN']"
165,what is this,1,is,"0,1,0","0, 312, 328, 346, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
166,no,0,None,0,"0, 286, 2",['INTJ'],['UH']
167,no that's a tape recorder,1,s,"0,0,4,0,0,0","0, 286, 296, 279, 265, 1228, 1851, 2","['INTJ', 'DET', 'AUX', 'DET', 'NOUN', 'NOUN']","['UH', 'DT', 'VBZ', 'DT', 'NN', 'NN']"
168,yes tape recorder,0,None,"0,0,0","0, 506, 1228, 1851, 2","['INTJ', 'NOUN', 'NOUN']","['UH', 'NN', 'NN']"
169,read bunny,1,read,"1,0","0, 739, 1185, 2","['PROPN', 'PROPN']","['NNP', 'NNP']"
170,can the bunny read,1,can,"1,0,0,3","0, 473, 272, 1185, 569, 2","['VERB', 'DET', 'NOUN', 'VERB']","['MD', 'DT', 'NN', 'VB']"
171,oh you're going to read to the bunny,3,re going to,"0,0,4,5,0,3,0,0,0","0, 332, 273, 375, 497, 302, 569, 302, 272, 1185, 2","['INTJ', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'ADP', 'DET', 'NOUN']","['UH', 'PRP', 'VBP', 'VBG', 'TO', 'VB', 'IN', 'DT', 'NN']"
172,that's a good idea,1,s,"0,4,0,0,0","0, 363, 279, 265, 455, 1414, 2","['DET', 'AUX', 'DET', 'ADJ', 'NOUN']","['DT', 'VBZ', 'DT', 'JJ', 'NN']"
173,you can't write,1,can't,"0,7,0,3","0, 266, 377, 309, 1330, 2","['PRON', 'VERB', 'PART', 'VERB']","['PRP', 'MD', 'RB', 'VB']"
174,he can write but Adam can't write yet,1,can,"0,7,3,0,0,7,0,3,0","0, 262, 377, 1330, 493, 1834, 377, 309, 1330, 1159, 2","['PRON', 'VERB', 'VERB', 'CCONJ', 'PROPN', 'VERB', 'PART', 'VERB', 'ADV']","['PRP', 'MD', 'VB', 'CC', 'NNP', 'MD', 'RB', 'VB', 'RB']"
175,mosquito,0,None,0,"0, 14762, 2",['PROPN'],['NNP']
176,I'll get you,3,ll,"0,6,3,0","0, 45, 436, 394, 273, 2","['PRON', 'VERB', 'AUX', 'PRON']","['PRP', 'MD', 'VB', 'PRP']"
177,poor Perro he was under the pillow,2,was,"0,0,0,2,0,0,0","0, 2719, 12652, 301, 405, 903, 272, 2349, 2","['ADJ', 'PROPN', 'PRON', 'AUX', 'ADP', 'DET', 'NOUN']","['JJ', 'NNP', 'PRP', 'VBD', 'IN', 'DT', 'NN']"
178,who's that,1,s,"0,4,0","0, 478, 279, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
179,that's little Robin Red Breast,1,s,"0,4,0,0,0,0,0,0","0, 363, 279, 439, 3560, 5908, 571, 267, 540, 2","['DET', 'AUX', 'ADJ', 'PROPN', 'PROPN', 'PROPN']","['DT', 'VBZ', 'JJ', 'NNP', 'NNP', 'NNP']"
180,what's that,1,s,"0,4,0","0, 312, 279, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
181,you leave his pencil in there Adam,1,leave,"0,1,0,0,0,0,0","0, 266, 1259, 505, 2746, 318, 386, 1834, 2","['PRON', 'VERB', 'DET', 'NOUN', 'ADV', 'ADV', 'PROPN']","['PRP', 'VBP', 'PRP$', 'NN', 'RB', 'RB', 'NNP']"
182,look Adam,1,look,"1,0","0, 457, 1834, 2","['VERB', 'PROPN']","['VB', 'NNP']"
183,here's one,1,s,"0,4,0","0, 355, 279, 383, 2","['ADV', 'AUX', 'NUM']","['RB', 'VBZ', 'CD']"
184,do you know this one,1,do,"1,0,3,0,0","0, 410, 273, 378, 346, 383, 2","['AUX', 'PRON', 'VERB', 'DET', 'NOUN']","['VBP', 'PRP', 'VB', 'DT', 'NN']"
185,now what are you writing,1,are,"0,0,1,0,5","0, 330, 339, 385, 273, 3035, 2","['ADV', 'PRON', 'AUX', 'PRON', 'VERB']","['RB', 'WP', 'VBP', 'PRP', 'VBG']"
186,here,0,None,0,"0, 355, 2",['ADV'],['RB']
187,where's your piece of paper,1,s,"0,4,0,0,0,0","0, 442, 279, 345, 1038, 340, 1243, 2","['ADV', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN']","['WRB', 'VBZ', 'PRP$', 'NN', 'IN', 'NN']"
188,who's that,1,s,"0,4,0","0, 478, 279, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
189,can you spell your name,1,can,"7,0,3,0,0","0, 473, 273, 2188, 345, 766, 2","['VERB', 'PRON', 'VERB', 'DET', 'NOUN']","['MD', 'PRP', 'VB', 'PRP$', 'NN']"
190,mustn't write on the book,1,mustn't,"7,0,3,0,0,0","0, 32456, 309, 1330, 307, 272, 523, 2","['VERB', 'PART', 'VERB', 'ADP', 'DET', 'NOUN']","['MD', 'RB', 'VB', 'IN', 'DT', 'NN']"
191,alright,0,None,0,"0, 671, 2",['INTJ'],['UH']
192,now is it nice and clean again,1,is,"0,1,0,0,0,0,0","0, 330, 328, 290, 666, 329, 1183, 691, 2","['ADV', 'AUX', 'PRON', 'ADJ', 'CCONJ', 'ADJ', 'ADV']","['RB', 'VBZ', 'PRP', 'JJ', 'CC', 'JJ', 'RB']"
193,pencil and paper alright,0,None,"0,0,0,0","0, 9588, 329, 1243, 1207, 2","['PROPN', 'CCONJ', 'NOUN', 'NOUN']","['NNP', 'CC', 'NN', 'NN']"
194,does your writing look like his,1,does,"1,0,0,3,0,0","0, 791, 345, 3035, 415, 349, 505, 2","['AUX', 'DET', 'NOUN', 'VERB', 'SCONJ', 'DET']","['VBZ', 'PRP$', 'NN', 'VB', 'IN', 'PRP$']"
195,you tell me,1,tell,"0,1,0","0, 266, 621, 376, 2","['PRON', 'VERB', 'PRON']","['PRP', 'VBP', 'PRP']"
196,what are those up there,1,are,"0,1,0,0,0","0, 312, 385, 594, 403, 386, 2","['PRON', 'AUX', 'DET', 'ADV', 'ADV']","['WP', 'VBP', 'DT', 'RB', 'RB']"
197,don't jump,1,don't,"1,0,3","0, 629, 309, 1155, 2","['AUX', 'PART', 'VERB']","['VB', 'RB', 'VB']"
198,he can't write,1,can't,"0,7,0,3","0, 262, 377, 309, 1330, 2","['PRON', 'VERB', 'PART', 'VERB']","['PRP', 'MD', 'RB', 'VB']"
199,when you jump,1,jump,"0,0,1","0, 952, 273, 1155, 2","['ADV', 'PRON', 'VERB']","['WRB', 'PRP', 'VBP']"
200,put dirt up,1,put,"1,0,0","0, 676, 3200, 403, 2","['VERB', 'NOUN', 'ADP']","['VB', 'NN', 'RP']"
201,are you a busy bulldozer,1,are,"1,0,0,0,0","0, 472, 273, 265, 2555, 6279, 2","['AUX', 'PRON', 'DET', 'ADJ', 'NOUN']","['VBP', 'PRP', 'DT', 'JJ', 'NN']"
202,are you a busy bulldozer,1,are,"1,0,0,0,0","0, 472, 273, 265, 2555, 6279, 2","['AUX', 'PRON', 'DET', 'ADJ', 'NOUN']","['VBP', 'PRP', 'DT', 'JJ', 'NN']"
203,lollipop,0,None,0,"0, 10699, 2",['NOUN'],['NN']
204,why do you like to throw your book,1,do,"0,1,0,3,0,3,0,0","0, 601, 299, 273, 349, 302, 1037, 345, 523, 2","['ADV', 'AUX', 'PRON', 'VERB', 'PART', 'VERB', 'DET', 'NOUN']","['WRB', 'VBP', 'PRP', 'VB', 'TO', 'VB', 'PRP$', 'NN']"
205,what are you doing,1,are,"0,1,0,5","0, 312, 385, 273, 593, 2","['PRON', 'AUX', 'PRON', 'VERB']","['WP', 'VBP', 'PRP', 'VBG']"
206,oh you're like a bulldozer,1,re,"0,0,4,0,0,0","0, 332, 273, 375, 349, 265, 6279, 2","['INTJ', 'PRON', 'AUX', 'SCONJ', 'DET', 'NOUN']","['UH', 'PRP', 'VBP', 'IN', 'DT', 'NN']"
207,no that's no funny,1,s,"0,0,4,0,0","0, 286, 296, 279, 361, 962, 2","['INTJ', 'DET', 'AUX', 'ADV', 'ADJ']","['UH', 'DT', 'VBZ', 'RB', 'JJ']"
208,you had such a funny expression,2,had,"0,2,0,0,0,0","0, 266, 630, 1962, 265, 962, 9862, 2","['PRON', 'AUX', 'DET', 'DET', 'ADJ', 'NOUN']","['PRP', 'VBD', 'PDT', 'DT', 'JJ', 'NN']"
209,must go where,1,must,"7,3,0","0, 4309, 316, 605, 2","['VERB', 'VERB', 'ADV']","['MD', 'VB', 'WRB']"
210,no Mommy's going to be home,3,s going to,"0,0,4,5,0,3,0","0, 286, 688, 279, 497, 302, 372, 738, 2","['DET', 'PROPN', 'AUX', 'VERB', 'PART', 'AUX', 'ADV']","['DT', 'NNP', 'VBZ', 'VBG', 'TO', 'VB', 'RB']"
211,Adam will be home too,3,will,"0,9,3,0,0","0, 2637, 733, 372, 738, 498, 2","['PROPN', 'VERB', 'AUX', 'ADV', 'ADV']","['NNP', 'MD', 'VB', 'RB', 'RB']"
212,too,0,None,0,"0, 2132, 2",['ADV'],['RB']
213,Catherine too,0,None,"0,0","0, 4679, 498, 2","['VERB', 'ADV']","['VB', 'RB']"
214,no,0,None,0,"0, 286, 2",['INTJ'],['UH']
215,who,0,None,0,"0, 478, 2",['PRON'],['WP']
216,well Cliffy's at his house,1,s,"0,0,4,0,0,0","0, 492, 26544, 279, 396, 505, 713, 2","['INTJ', 'PROPN', 'AUX', 'ADP', 'DET', 'NOUN']","['UH', 'NNP', 'VBZ', 'IN', 'PRP$', 'NN']"
217,Bozo,0,None,0,"0, 12636, 2",['PROPN'],['NNP']
218,I guess Cliffy looks at Bozo at her house,1,looks,"0,1,0,1,0,0,0,0,0","0, 45, 1020, 26544, 651, 396, 7385, 396, 470, 713, 2","['PRON', 'VERB', 'PROPN', 'VERB', 'ADP', 'PROPN', 'ADP', 'DET', 'NOUN']","['PRP', 'VBP', 'NNP', 'VBZ', 'IN', 'NNP', 'IN', 'PRP$', 'NN']"
219,Cliffy looks at Bozo at her house,1,looks,"0,1,0,0,0,0,0,0","0, 7255, 3958, 651, 396, 7385, 396, 470, 713, 2","['PROPN', 'VERB', 'ADP', 'PROPN', 'ADP', 'DET', 'NOUN']","['NNP', 'VBZ', 'IN', 'NNP', 'IN', 'PRP$', 'NN']"
220,your screwdriver isn't straight anymore,1,isn't,"0,0,1,0,0,0","0, 1009, 4415, 918, 309, 2432, 1391, 2","['DET', 'NOUN', 'AUX', 'PART', 'ADV', 'ADV']","['PRP$', 'NN', 'VBZ', 'RB', 'RB', 'RB']"
221,how can you work,1,can,"0,7,0,3","0, 467, 377, 273, 855, 2","['ADV', 'VERB', 'PRON', 'VERB']","['WRB', 'MD', 'PRP', 'VB']"
222,how can you work,1,can,"0,7,0,3","0, 467, 377, 273, 855, 2","['ADV', 'VERB', 'PRON', 'VERB']","['WRB', 'MD', 'PRP', 'VB']"
223,put it box,1,put,"1,0,0","0, 676, 290, 901, 2","['VERB', 'PRON', 'NOUN']","['VB', 'PRP', 'NN']"
224,you don't have anything else to put in the box do you,1,don't,"0,1,0,3,0,0,0,3,0,0,0,1,0","0, 266, 358, 309, 381, 941, 568, 302, 416, 318, 272, 901, 299, 273, 2","['PRON', 'AUX', 'PART', 'AUX', 'PRON', 'ADV', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'AUX', 'PRON']","['PRP', 'VBP', 'RB', 'VB', 'NN', 'RB', 'TO', 'VB', 'IN', 'DT', 'NN', 'VBP', 'PRP']"
225,what is that,1,isn't,"0,1,0","0, 312, 328, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
226,this is your bulldozer,1,isn't,"0,1,0,0","0, 562, 328, 345, 6279, 2","['DET', 'AUX', 'DET', 'NOUN']","['DT', 'VBZ', 'PRP$', 'NN']"
227,oh my Adam bulldozer alright,0,None,"0,0,0,0,0","0, 332, 510, 1834, 6279, 1207, 2","['INTJ', 'INTJ', 'PROPN', 'NOUN', 'NOUN']","['UH', 'UH', 'NNP', 'NN', 'NN']"
228,careful,0,None,0,"0, 2041, 2",['ADJ'],['JJ']
229,don't hit his feet,1,don't,"1,0,3,0,0","0, 629, 309, 1467, 505, 1035, 2","['AUX', 'PART', 'VERB', 'DET', 'NOUN']","['VB', 'RB', 'VB', 'PRP$', 'NNS']"
230,you like hit ball,1,like,"0,1,0,0","0, 266, 349, 1467, 690, 2","['PRON', 'INTJ', 'VERB', 'NOUN']","['PRP', 'UH', 'VBN', 'NN']"
231,isn't that part of your trailer,1,isn't,"1,0,0,0,0,0,0","0, 1670, 309, 296, 1031, 340, 345, 6110, 2","['AUX', 'PART', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']","['VBZ', 'RB', 'DT', 'NN', 'IN', 'PRP$', 'NN']"
232,you go get it,1,go,"0,1,3,0","0, 266, 316, 394, 290, 2","['PRON', 'VERB', 'AUX', 'PRON']","['PRP', 'VBP', 'VB', 'PRP']"
233,I'll go get it,3,ll,"0,6,3,3,0","0, 45, 436, 316, 394, 290, 2","['PRON', 'VERB', 'VERB', 'AUX', 'PRON']","['PRP', 'MD', 'VB', 'VB', 'PRP']"
234,how did you get them in there,2,did,"0,2,0,3,0,0,0","0, 467, 407, 273, 394, 495, 318, 386, 2","['ADV', 'AUX', 'PRON', 'AUX', 'PRON', 'ADV', 'ADV']","['WRB', 'VBD', 'PRP', 'VB', 'PRP', 'RB', 'RB']"
235,there's one,1,s,"0,4,0","0, 461, 279, 383, 2","['PRON', 'AUX', 'NUM']","['EX', 'VBZ', 'CD']"
236,I guess,1,guess,"0,1","0, 45, 1020, 2","['PRON', 'VERB']","['PRP', 'VBP']"
237,he's working,1,s,"0,4,5","0, 262, 279, 2283, 2","['PRON', 'AUX', 'VERB']","['PRP', 'VBZ', 'VBG']"
238,let's put the poor mailman's head back on,1,let's,"1,0,3,0,0,0,0,0,0,0","0, 489, 279, 416, 272, 2474, 4857, 279, 870, 511, 307, 2","['VERB', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'NOUN', 'ADV', 'ADV']","['VB', 'PRP', 'VB', 'DT', 'JJ', 'NN', 'POS', 'NN', 'RB', 'RB']"
239,how can he see to deliver mail,1,can,"0,7,0,3,0,3,0","0, 467, 377, 301, 384, 302, 3713, 2206, 2","['ADV', 'VERB', 'PRON', 'VERB', 'PART', 'VERB', 'NOUN']","['WRB', 'MD', 'PRP', 'VB', 'TO', 'VB', 'NN']"
240,what are you doing,1,are,"0,1,0,5","0, 312, 385, 273, 593, 2","['PRON', 'AUX', 'PRON', 'VERB']","['WP', 'VBP', 'PRP', 'VBG']"
241,tomato,0,None,0,"0, 10261, 2",['PROPN'],['NNP']
242,where is a tomato,1,is,"0,1,0,0","0, 442, 328, 265, 3397, 2","['ADV', 'AUX', 'DET', 'NOUN']","['WRB', 'VBZ', 'DT', 'NN']"
243,who is that,1,is,"0,1,0","0, 478, 328, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
244,who,0,None,0,"0, 478, 2",['PRON'],['WP']
245,Mary,0,None,0,"0, 5020, 2",['PROPN'],['NNP']
246,she's gone home,1,s,"0,4,8,0","0, 531, 279, 1581, 738, 2","['PRON', 'AUX', 'VERB', 'ADV']","['PRP', 'VBZ', 'VBN', 'RB']"
247,she went home in July,2,went,"0,2,0,0,0","0, 531, 775, 738, 318, 6216, 2","['PRON', 'VERB', 'ADV', 'ADP', 'PROPN']","['PRP', 'VBD', 'RB', 'IN', 'NNP']"
248,why don't you come over here and play with the ball,1,don't,"0,1,0,0,3,0,0,0,3,0,0,0","0, 601, 358, 309, 273, 553, 521, 402, 329, 465, 392, 272, 690, 2","['ADV', 'AUX', 'PART', 'PRON', 'VERB', 'ADP', 'ADV', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN']","['WRB', 'VBP', 'RB', 'PRP', 'VB', 'RP', 'RB', 'CC', 'VB', 'IN', 'DT', 'NN']"
249,you can get it,1,can,"0,7,3,0","0, 266, 377, 394, 290, 2","['PRON', 'VERB', 'AUX', 'PRON']","['PRP', 'MD', 'VB', 'PRP']"
250,you go get it,1,go,"0,1,3,0","0, 266, 316, 394, 290, 2","['PRON', 'VERB', 'AUX', 'PRON']","['PRP', 'VBP', 'VB', 'PRP']"
251,Daddy's brief case,0,None,"0,0,0,0","0, 1494, 279, 7681, 3920, 2","['NOUN', 'PART', 'ADJ', 'NOUN']","['NN', 'POS', 'JJ', 'NN']"
252,did you get the ball,2,did,"2,0,3,0,0","0, 546, 273, 394, 272, 690, 2","['AUX', 'PRON', 'AUX', 'DET', 'NOUN']","['VBD', 'PRP', 'VB', 'DT', 'NN']"
253,where is it,1,is,"0,1,0","0, 442, 328, 290, 2","['ADV', 'AUX', 'PRON']","['WRB', 'VBZ', 'PRP']"
254,those are Daddy's books,1,are,"0,1,0,0,0","0, 1144, 385, 825, 279, 1049, 2","['DET', 'AUX', 'PROPN', 'PART', 'NOUN']","['DT', 'VBP', 'NNP', 'POS', 'NNS']"
255,Daddy's and Mommy's,0,None,"0,0,0,0,0","0, 1494, 279, 329, 688, 279, 2","['NOUN', 'PART', 'CCONJ', 'PROPN', 'PART']","['NN', 'POS', 'CC', 'NNP', 'POS']"
256,would you like to have your books on the bookshelf too,1,would,"7,0,3,0,3,0,0,0,0,0,0","0, 954, 273, 349, 302, 381, 345, 1049, 307, 272, 11891, 498, 2","['VERB', 'PRON', 'VERB', 'PART', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV']","['MD', 'PRP', 'VB', 'TO', 'VB', 'PRP$', 'NNS', 'IN', 'DT', 'NN', 'RB']"
257,let's see,1,let's,"1,0,3","0, 489, 279, 384, 2","['VERB', 'PRON', 'VERB']","['VB', 'PRP', 'VB']"
258,if there are any pictures in this book,1,are,"0,0,1,0,0,0,0,0","0, 426, 386, 385, 520, 1614, 318, 346, 523, 2","['SCONJ', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']","['IN', 'EX', 'VBP', 'DT', 'NNS', 'IN', 'DT', 'NN']"
259,what is that,1,is,"0,1,0","0, 312, 328, 296, 2","['PRON', 'AUX', 'DET']","['WP', 'VBZ', 'DT']"
260,no that's a church,1,s,"0,0,4,0,0","0, 286, 296, 279, 265, 3847, 2","['INTJ', 'DET', 'AUX', 'DET', 'NOUN']","['UH', 'DT', 'VBZ', 'DT', 'NN']"
261,move your own road grader,0,None,"0,0,0,0,0","0, 2605, 345, 1610, 2495, 9587, 2","['VERB', 'DET', 'ADJ', 'NOUN', 'NOUN']","['VB', 'PRP$', 'JJ', 'NN', 'NN']"
262,go move the road grader,1,go,"1,3,0,0,0","0, 741, 1227, 272, 2495, 9587, 2","['VERB', 'VERB', 'DET', 'NOUN', 'NOUN']","['VB', 'VB', 'DT', 'NN', 'NN']"
263,you pick the road grader up,1,pick,"0,1,0,0,0,0","0, 266, 895, 272, 2495, 9587, 403, 2","['PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADV']","['PRP', 'VBP', 'DT', 'NN', 'NN', 'RB']"
264,the dog doesn't want any paper does he,1,doesn't,"0,0,1,0,3,0,0,1,0","0, 321, 832, 644, 309, 427, 520, 1243, 462, 301, 2","['DET', 'NOUN', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'AUX', 'PRON']","['DT', 'NN', 'VBZ', 'RB', 'VB', 'DT', 'NN', 'VBZ', 'PRP']"
265,here doggie,0,None,"0,0","0, 355, 1407, 2","['ADV', 'PROPN']","['RB', 'NNP']"
266,that's not a record,1,s,"0,4,0,0,0","0, 363, 279, 419, 265, 2138, 2","['DET', 'AUX', 'PART', 'DET', 'NOUN']","['DT', 'VBZ', 'RB', 'DT', 'NN']"
267,ask her,1,ask,"1,0","0, 1454, 470, 2","['VERB', 'PRON']","['VB', 'PRP']"
268,what that is,1,is,"0,0,1","0, 312, 296, 328, 2","['PRON', 'DET', 'AUX']","['WP', 'DT', 'VBZ']"
269,that's a tape recorder,1,s,"0,4,0,0,0","0, 363, 279, 265, 1228, 1851, 2","['DET', 'AUX', 'DET', 'NOUN', 'NOUN']","['DT', 'VBZ', 'DT', 'NN', 'NN']"
270,don't touch,1,don't,"1,0,3","0, 629, 309, 1190, 2","['AUX', 'PART', 'VERB']","['VB', 'RB', 'VB']"
271,what is it doing,1,is,"0,1,0,0","0, 312, 328, 290, 593, 2","['PRON', 'AUX', 'PRON', 'VERB']","['WP', 'VBZ', 'PRP', 'VBG']"
272,record is playing,1,is,"0,1,5","0, 14616, 328, 1124, 2","['NOUN', 'AUX', 'VERB']","['NN', 'VBZ', 'VBG']"
273,what does it do when it plays,1,does,"0,1,0,3,0,0,1","0, 312, 462, 290, 299, 536, 290, 2308, 2","['PRON', 'AUX', 'PRON', 'AUX', 'ADV', 'PRON', 'VERB']","['WP', 'VBZ', 'PRP', 'VB', 'WRB', 'PRP', 'VBZ']"
274,do you hear a horn playing,1,do,"1,0,3,0,0,5","0, 410, 273, 960, 265, 3320, 1124, 2","['AUX', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN']","['VBP', 'PRP', 'VB', 'DT', 'NN', 'NN']"
275,I don't hear a horn,1,don't,"0,1,0,3,0,0","0, 45, 358, 309, 960, 265, 3320, 2","['PRON', 'AUX', 'PART', 'VERB', 'DET', 'NOUN']","['PRP', 'VBP', 'RB', 'VB', 'DT', 'NN']"
276,is there a horn on there,1,is,"1,0,0,0,0,0","0, 281, 386, 265, 3320, 307, 386, 2","['AUX', 'PRON', 'DET', 'NOUN', 'ADP', 'ADV']","['VBZ', 'EX', 'DT', 'NN', 'IN', 'RB']"
277,did he like the water,2,did,"2,0,3,0,0","0, 546, 301, 349, 272, 746, 2","['AUX', 'PRON', 'SCONJ', 'DET', 'NOUN']","['VBD', 'PRP', 'IN', 'DT', 'NN']"
278,what do you see in there,1,do,"0,1,0,3,0,0","0, 312, 299, 273, 384, 318, 386, 2","['PRON', 'AUX', 'PRON', 'VERB', 'ADV', 'ADV']","['WP', 'VBP', 'PRP', 'VB', 'RB', 'RB']"
279,where does the ladder go,1,does,"0,1,0,0,0","0, 442, 462, 272, 3193, 316, 2","['ADV', 'AUX', 'DET', 'NOUN', 'VERB']","['WRB', 'VBZ', 'DT', 'NN', 'VB']"
280,can you put it on,1,can,"7,0,3,0,0","0, 473, 273, 416, 290, 307, 2","['VERB', 'PRON', 'VERB', 'PRON', 'ADP']","['MD', 'PRP', 'VB', 'PRP', 'RP']"
281,can you put them in there,1,can,"7,0,3,0,0,0","0, 473, 273, 416, 495, 318, 386, 2","['VERB', 'PRON', 'VERB', 'PRON', 'ADV', 'ADV']","['MD', 'PRP', 'VB', 'PRP', 'RB', 'RB']"
282,I thought you couldn't do it,2,thought,"0,2,0,7,0,3,0","0, 45, 1006, 273, 1913, 309, 299, 290, 2","['PRON', 'VERB', 'PRON', 'VERB', 'PART', 'AUX', 'PRON']","['PRP', 'VBD', 'PRP', 'MD', 'RB', 'VB', 'PRP']"
283,you couldn't do it,2,couldn't,"0,7,0,0,0","0, 266, 1913, 309, 299, 290, 2","['PRON', 'VERB', 'PART', 'AUX', 'PRON']","['PRP', 'MD', 'RB', 'VB', 'PRP']"
284,that's no ladder for that,1,s,"0,4,0,0,0,0","0, 363, 279, 361, 3193, 397, 296, 2","['DET', 'AUX', 'DET', 'NOUN', 'ADP', 'DET']","['DT', 'VBZ', 'DT', 'NN', 'IN', 'DT']"
285,shall I put this back there,1,shall,"7,0,3,0,0,0","0, 1654, 322, 416, 346, 511, 386, 2","['VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'ADV']","['MD', 'PRP', 'VB', 'DT', 'NN', 'RB']"
286,you didn't watch where you were going,2,didn't,"0,2,0,3,0,0,2,5","0, 266, 611, 309, 1004, 605, 273, 623, 497, 2","['PRON', 'AUX', 'PART', 'VERB', 'ADV', 'PRON', 'AUX', 'VERB']","['PRP', 'VBD', 'RB', 'VB', 'WRB', 'PRP', 'VBD', 'VBG']"
287,where you were going,2,were,"0,0,2,5","0, 442, 273, 623, 497, 2","['ADV', 'PRON', 'AUX', 'VERB']","['WRB', 'PRP', 'VBD', 'VBG']"
288,you read your paper,1,read,"0,1,0,0","0, 266, 569, 345, 1243, 2","['PRON', 'VERB', 'DET', 'NOUN']","['PRP', 'VBP', 'PRP$', 'NN']"
289,and I'll read mine,3,ll,"0,0,6,3,0","0, 347, 322, 436, 569, 1871, 2","['CCONJ', 'PRON', 'VERB', 'VERB', 'PRON']","['CC', 'PRP', 'MD', 'VB', 'PRP']"
290,mine paper,0,None,"0,0","0, 3984, 1243, 2","['PROPN', 'PROPN']","['NNP', 'NNP']"
291,this is my paper here,1,is,"0,1,0,0,0","0, 562, 328, 510, 1243, 402, 2","['DET', 'AUX', 'DET', 'NOUN', 'ADV']","['DT', 'VBZ', 'PRP$', 'NN', 'RB']"
292,alright it's yours,1,s,"0,0,4,0","0, 671, 290, 279, 1511, 2","['INTJ', 'PRON', 'AUX', 'DET']","['UH', 'PRP', 'VBZ', 'PRP$']"
293,are you going to say goodbye,3,are you going to,"1,0,5,0,3,0","0, 472, 273, 497, 302, 460, 3750, 2","['AUX', 'PRON', 'VERB', 'PART', 'VERB', 'NOUN']","['VBP', 'PRP', 'VBG', 'TO', 'VB', 'NN']"
294,he's going out,1,s,"0,4,5,0","0, 262, 279, 497, 428, 2","['PRON', 'AUX', 'VERB', 'ADP']","['PRP', 'VBZ', 'VBG', 'RP']"
295,would you like some soup,1,would,"7,0,3,0,0","0, 954, 273, 349, 430, 1711, 2","['VERB', 'PRON', 'VERB', 'DET', 'NOUN']","['MD', 'PRP', 'VB', 'DT', 'NN']"
296,what kind of soup,0,None,"0,0,0,0","0, 312, 549, 340, 1711, 2","['DET', 'NOUN', 'ADP', 'NOUN']","['WDT', 'NN', 'IN', 'NN']"
